inventor,patents,coworkers_patents
MACIEJEWSKI HIERONIM,34,50.82142857142857
MACIEJNY ADOLF,2,1.5
MACIERZYNSKA EWA,12,1.0
MACIUSZEK MONIKA,5,11.0
MACKOWIAK SLAWOMIR,8,5.954545454545454
MACYK WOJCIECH,21,17.8
MADZIAR JERZY,1,1.0
MAGDA JANUSZ,3,5.0
MAGIERA RADOMIR,3,1.0
MAGONSKI ZBIGNIEW,9,8.11111111111111
MAJCHRZAK MARIUSZ,14,62.32
MAJDA ALEKSANDER,1,1.0
MAJER JAKUB,7,4.578947368421052
MAJEWSKA JUSTYNA,2,3.0
MAJEWSKI ARKADIUSZ,3,9.5
MAJEWSKI WIESLAW,3,13.0
MAJKA GRZEGORZ,5,3.5
MAJKA ZBIGNIEW,53,13.0
MAJOREK MARIA,1,33.666666666666664
MAK PAWEL,1,1.3333333333333333
MAKARA MARIUSZ,7,8.7
MAKAROWA IRINA,1,11.825
MAKOSZA MIECZYSLAW,15,38.0
MAKOWIEC SLAWOMIR,7,6.0
MAKOWSKI DARIUSZ,2,3.6923076923076925
MAKOWSKI MAREK,1,5.0
MAKSYMIUK KRZYSZTOF,1,1.0
MAKULSKA SYLWIA,10,40.1
MAKURAT SAMANTA,1,14.25
MALAG ANDRZEJ,2,3.75
MALECKA KAMILA,1,6.538461538461538
MALECKI MACIEJ,4,3.5
MALESA MONIKA,4,3.25
MALICKI MAREK,5,7.0
MALINOWSKA IWONA,1,11.5
MALINOWSKA MAGDALENA,2,1.0
MALINOWSKI MAREK,5,26.0
MALINOWSKI PAWEL,10,4.0
MALINOWSKI PRZEMYSLAW,3,7.0
MALINOWSKI TADEUSZ,13,2.3333333333333335
MAMALA ANDRZEJ,4,2.8484848484848486
MAMES ADAM,1,7.294117647058823
MANIAK GABRIELA,2,10.0
MANIECKI TOMASZ,5,1.7142857142857142
MANIUKIEWICZ WALDEMAR,1,6.875
MANKOWSKI JERZY,11,8.4
MARCHWICKA ALEKSANDRA,3,10.818181818181818
MARCINEK ANDRZEJ,27,35.0
MARCINIEC KRZYSZTOF,1,10.0625
MARCINKIEWICZ JANUSZ,5,14.2
MARCINKOWSKA EWA,3,34.333333333333336
MARCINKOWSKA MONIKA,28,15.833333333333334
MARCZAK AGNIESZKA,1,1.0
MARCZAK STANISLAW,21,8.785714285714286
MARCZEWSKA HANNA,7,7.0
MARCZEWSKI MAREK,7,7.0
MARCZEWSKI WOJCIECH,2,3.0
MAREK-TRZONKOWSKA NATALIA,3,3.888888888888889
MARKIEWICZ MARIA,10,33.25
MARKIEWICZ MICHAL,2,1.0
MARKIEWICZ WOJCIECH,25,26.0
MARKOWICZ SERGIUSZ,6,23.5
MARKOWSKI JAROSLAW,1,20.0
MARKOWSKI ZENON,2,11.5
MARONA HENRYK,13,4.0
MARSZALEK KONSTANTY,2,13.0
MARTYNKIEN TADEUSZ,10,9.914285714285715
MARTYNOW JACEK,14,62.0
MARUSZAK WIOLETA,9,13.157894736842104
MARYCZ KRZYSZTOF,5,10.8
MARZEC MATEUSZ,1,4.333333333333333
MASNYK MAREK,2,14.653846153846153
MASZEWSKA AGNIESZKA,2,6.266666666666667
MATECKI KRZYSZTOF,2,5.0
MATLAK KRZYSZTOF,2,2.0
MATOGA DARIUSZ,9,2.3703703703703702
MATRAS-POSTOLEK KATARZYNA,1,1.0
MATUSIEWICZ MARTA,3,4.0
MATUSZEWSKA ANNA,3,11.0
MATYJASIK JOANNA,8,11.0
MATYSIAK JOANNA,2,2.8333333333333335
MAZALEVSKA OLGA,2,11.0
MAZERSKA ZOFIA,4,18.05
MAZERSKI JAN,6,62.72727272727273
MAZIARZ ELZBIETA,3,7.0
MAZIEJUK MIROSLAW,17,10.333333333333334
MAZIERSKI PAWEL,1,6.25
MAZUR MACIEJ,1,2.0
MAZUR MICHAL,1,1.0
MAZUREK BOLESLAW,2,4.666666666666667
MAZUREK MACIEJ,5,3.3333333333333335
MAZUREK PRZEMYSLAW,10,3.0
MAZURKIEWICZ ADAM,2,3.4
MAZURKIEWICZ-PISAREK ANNA,2,29.22222222222222
MEISSNER JUSTYNA,2,2.3333333333333335
MENASZEK ELZBIETA,4,6.2
MERGO PAWEL,12,8.365853658536585
MERTAS ANNA,3,5.0
MESZYNSKI SEBASTIAN,2,2.0
MIAZEK ARKADIUSZ,1,3.0
MIAZGA AGNIESZKA,3,9.0
MICHALAK MARCIN,2,14.0
MICHALAK MICHAL,6,6.625
MICHALAK OLGA,3,10.555555555555555
MICHALAK PAWEL,5,1.0
MICHALIK LECH,1,1.0
MICHALKIEWICZ BEATA,3,2.0
MICHALSKA LUCYNA,1,10.25
MICHALSKI JAN,15,4.083333333333333
MIECHOWICZ SLAWOMIR,6,4.0
MIEDZINSKA DANUTA,1,3.9
MIEDZINSKA KATARZYNA,6,5.2
MIEDZOBRODZKI JACEK,1,9.3125
MIEDZYBRODZKI RYSZARD,3,12.0
MIELCAREK WITOLD,2,2.3333333333333335
MIELCZAREK ALEKSANDER,1,3.5
MIERCZYK ZYGMUNT,3,2.176470588235294
MIERZEJEWSKI PAWEL,1,14.0
MIESZCZANEK JULIUSZ,4,39.0
MIGDAL ANTONI,7,8.666666666666666
MIKA MAREK,1,9.0
MIKIELEWICZ DARIUSZ,1,1.0
MIKIEWICZ DIANA,5,25.0
MIKIEWICZ-SYGULA DIANA,28,24.8
MIKOLAJCZUK ANNA,1,3.588235294117647
MIKOLAJCZYK JERZY,11,3.0
MIKRUT ZBIGNIEW,1,2.0
MIKSTACKA RENATA,4,4.529411764705882
MIKUCKI JERZY,4,14.0
MIKULEWICZ WOJCIECH,1,7.0
MILCZAREK MAGDALENA,2,36.27272727272727
MILER KAZIMIERZ,5,3.0
MILEWSKA ALEKSANDRA,14,5.583333333333333
MILEWSKI SLAWOMIR,16,28.344827586206897
MILIK MARIUSZ,37,8.0
MINTA ZENON,7,10.384615384615385
MIRONOWICZ WLADYSLAW,3,1.0
MISCHKE JERZY,3,3.0
MISIEWICZ ANNA,10,5.75
MISIURA KONRAD,10,6.5
MISKIEWICZ AGNIESZKA,1,2.2
MISKOWICZ MAREK,48,41.13333333333333
MITEK TOMASZ,4,4.909090909090909
MITKA KATARZYNA,11,10.25
MIZAK WOJCIECH,2,8.75
MLACKI MICHAL,1,7.333333333333333
MLODZIANKO ANDRZEJ,1,1.6666666666666667
MLOZNIAK ANNA,4,7.096774193548387
MOCZKOWSKA MALGORZATA,2,2.5833333333333335
MOCZULSKI WOJCIECH,3,2.6
MODELSKA ANNA,13,24.0
MODRZEJEWSKA HELENA,3,45.0
MOGIELNICKI ANDRZEJ,6,10.026315789473685
MOLENDA JANINA,4,3.8823529411764706
MOLENDA MARCIN,7,3.911764705882353
MOLGA EDYTA,1,6.0
MOLGA EUGENIUSZ,1,7.583333333333333
MOLSKI SZYMON,5,1.0
MONIUSZKO GRZEGORZ,6,8.5
MONTUSIEWICZ AGNIESZKA,2,1.0
MORAWIEC JERZY,2,10.833333333333334
MORAWIEC MARCIN,1,8.0
MORAWSKA AGNIESZKA,3,126.0
MORKA ANDRZEJ,1,3.6666666666666665
MORZYCKI JACEK,12,5.0
MOSCICKI ANDRZEJ,7,1.0
MOSKAL ARKADIUSZ,6,25.444444444444443
MOSKAL GABRIEL,4,13.0
MOSKAL PAWEL,50,3.0
MOSKOT MARTA,4,7.702702702702703
MROCZEK ZDZISLAW,4,8.0
MROCZKA KRZYSZTOF,7,2.2
MROCZKIEWICZ MICHAL,2,20.4
MROZ ANDRZEJ,4,5.0
MROZ JERZY,13,2.0
MROZEK-NIECKO ANIKA,8,1.0
MUCHA KRZYSZTOF,3,4.285714285714286
MUCHA LUKASZ,20,9.75
MUCHA ZYGMUNT,6,2.0
MULCZYK MARIAN,7,26.8
MURAWSKI MICHAL,29,20.375
MURZYN KRZYSZTOF,1,9.5
MUSIAL-KULIK MONIKA,2,4.75
MUSZYNSKI ARTUR,3,3.5
MUZYCZEK MALGORZATA,2,9.666666666666666
MYCZKOWSKI ZBIGNIEW,3,2.0
MYSLIWIEC MALGORZATA,5,2.5
MYSZKOWSKI JERZY,1,1.0
NAGAJ JUSTYNA,1,1.3
NAGRABA LUKASZ,4,4.0
NAJDA ANDZELIKA,4,4.0
NAJDEKER EUGENIUSZ,1,2.0
NAPIERALA MAREK,28,18.285714285714285
NAPIERALSKI ANDRZEJ,5,7.0
NARBUTT JERZY,3,2.5
NARKIEWICZ URSZULA,7,15.0
NARUSZEWICZ MAREK,37,4.7272727272727275
NASILOWSKI TOMASZ,41,10.722222222222221
NASKALSKA ANTONINA,2,14.75
NASULEWICZ ANNA,7,7.378378378378378
NATKANSKI PIOTR,5,7.0
NAUMCZUK BEATA,4,5.208333333333333
NAWRAT ZBIGNIEW,12,13.266666666666667
NAWROCKI ANDRZEJ,1,5.0
NAWROCKI JACEK,2,1.0
NAWROT BARBARA,8,10.6
NEJMAN-FALENCZYK BOZENA,4,8.333333333333334
NEMTUSIAK MONIKA,4,9.666666666666666
NEVOZHAY DMITRY,5,14.518518518518519
NIDZWORSKI DAWID,10,13.727272727272727
NIEBRZYDOWSKA PAULA,6,7.5
NIECKARZ ZENON,7,11.695652173913043
NIEDZICKI LESZEK,8,9.911764705882353
NIEDZIELA TOMASZ,9,11.423076923076923
NIEDZIELSKI PIOTR,6,2.7142857142857144
NIEDZIELSKI TOMASZ,1,1.0
NIEDZIOLKA-JONSSON JOANNA,3,3.4047619047619047
NIEDZWIECKI MACIEJ,1,12.0
NIEKRASZEWICZ ANTONI,38,45.0
NIEKRASZEWICZ BARBARA,11,14.333333333333334
NIEMCZAK MICHAL,5,16.363636363636363
NIEMYJSKI WACLAW,3,2.0
NIESCIORUK ANNA,2,6.25
NIEWIADOMSKA EWA,1,1.0
NIEWIADOMSKA GRAZYNA,1,1.0
NIEWIADOMY ANDRZEJ,3,4.44
NIEWOLA ADAM,3,3.3333333333333335
NIEZGODA TADEUSZ,9,2.0526315789473686
NISCHK MICHAL,8,7.0
NITA JOZEF,1,8.0
NOGALA WOJCIECH,1,3.611111111111111
NOSKOWIAK ANDRZEJ,5,1.2222222222222223
NOUSIAINEN PERTTI,78,92.0
NOWACKA-KRUKOWSKA HANNA,1,3.0
NOWACZYK-ORGANISTA MAGDALENA,2,1.0
NOWAK BERNADETA,1,3.857142857142857
NOWAK DOMINIK,12,1.0
NOWAK GABRIEL,1,4.333333333333333
NOWAK GRZEGORZ,8,3.0
NOWAK JACEK,6,1.0
NOWAK KAROL,2,2.0
NOWAK MATEUSZ,23,3.0588235294117645
NOWAK MONIKA,8,12.0
NOWAK ROMAN,3,8.0
NOWAK STANISAW,4,4.0
NOWAK TOMASZ,28,1.0
NOWAKOWSKA-SIWINSKA ANNA,2,7.947368421052632
NOWAKOWSKI DARIUSZ,3,20.0
NOWAKOWSKI JACEK,8,1.0
NOWICKA ANNA,2,8.0
NOWORYTA KRZYSZTOF,2,4.875
NOWOTNY MARCIN,14,6.2
NYK MARCIN,5,22.75
NYKIEL MAREK,1,1.0
NYTKO KINGA,1,1.3333333333333333
OBER JOZEF,2,2.0
OBIDOWSKI DAMIAN,3,3.6333333333333333
OBLOJ JOZEF,8,12.8
OBLOJ-MUZAJ MARIA,5,6.142857142857143
OBUCHOWSKI MICHAL,5,7.0
OCHOCKI JUSTYN,3,1.7272727272727273
OCZKO-WOJCIECHOWSKA MALGORZATA,2,2.16
ODOLCZYK NORBERT,19,22.0
OGANISIAN KAREN,12,16.454545454545453
OGONCZYK DOMINIKA,7,28.0
OGONOWSKI JAN,1,5.083333333333333
OLBROMSKI MATEUSZ,2,4.739130434782608
OLCZAK JACEK,29,9.0
OLCZAK TADEUSZ,2,2.0
OLEJNICZAK MARTA,4,4.571428571428571
OLEJNIK ANNA,2,3.5
OLEJNIK EWA,3,3.2857142857142856
OLEJNIK JOZEF,37,32.5
OLEKSY MARIUSZ,8,4.921052631578948
OLEKSYSZYN JOZEF,17,1.6666666666666667
OLIWA JOANNA,1,6.666666666666667
OLIWA RAFAL,4,5.285714285714286
OLSZANECKI RAFAL,4,10.277777777777779
OLSZEWSKA MONIKA,3,7.0
OLSZEWSKI JACEK,7,8.75
OLSZYNA ANDRZEJ,1,2.3333333333333335
OPALINSKA AGNIESZKA,8,12.2
OPALINSKA TERESA,2,4.666666666666667
OPALLO MARCIN,5,3.2
OPOLSKI ADAM,3,18.5
OPOLSKI GRZEGORZ,2,8.0
ORACZ MONIKA,6,1.0
ORKISZ MICHAL,75,24.8
ORKISZEWSKA ALICJA,2,1.0
ORLIKOWSKI LESZEK,3,6.666666666666667
ORLINSKI KRZYSZTOF,1,2.3333333333333335
ORLOWSKA ALICJA,7,12.0
ORLOWSKI KAZIMIERZ,1,2.3333333333333335
ORWAT BARTOSZ,8,45.666666666666664
ORZECHOWSKA EMILIA,1,1.0
OSAWARU OSAZUWA,9,8.272727272727273
OSINSKA MAGDALENA,1,1.0
OSOWSKA KAROLINA,9,8.0
OSSOWSKI MACIEJ,1,6.2
OSTASZEWSKI RYSZARD,10,2.0
OSTROWSKI JERZY,13,6.0
OSTROWSKI LUKASZ,24,18.625
OSTROWSKI MICHAL,54,3.3333333333333335
OSTROWSKI ROMAN,1,1.4
OSTRYSZ RYSZARD,5,20.0
OSWIECIMSKA MALGORZATA,3,5.5
OSZCZAPOWICZ IRENA,4,4.625
OSZMANIEC MICHAL,6,2.0
OTLEWSKI JACEK,3,2.0
OTTA HALINA,3,25.0
OWARZANY RAFAL,2,5.6
OZIMEK MARIUSZ,1,5.5
PACHOTA MAGDALENA,1,16.75
PACIOREK PATRYCJA,2,4.333333333333333
PACZEK LESZEK,7,6.2727272727272725
PACZESNY JAN,2,9.333333333333334
PAJDAK-STOS AGNIESZKA,4,4.4
PAKULA TADEUSZ,9,4.0
PAKULSKA WANDA,1,1.0
PALA KATARZYNA,1,5.0
PALAMARCZYK GRAZYNA,2,2.0
PALKA SZYMON,4,11.0
PALOSZ BOGDAN,8,9.5
PALUGNIOK HENRYK,1,4.333333333333333
PALUSZKIEWICZ EWA,4,3.2
PANASIEWICZ MIROSLAWA,5,6.833333333333333
PANETH PIOTR,1,6.0
PANFIL IRMA,6,8.19047619047619
PANFIL WAWRZYNIEC,3,4.230769230769231
PANKOWSKI JACEK,4,19.0
PANOWICZ ROBERT,3,4.363636363636363
PAPROTNY JERZY,19,17.0
PARASION SYLWIA,5,5.777777777777778
PARKA JANUSZ,3,3.8461538461538463
PAROSA RYSZARD,32,16.0
PARTYKA ANNA,10,15.571428571428571
PASCIAK GRZEGORZ,10,3.5714285714285716
PASIUK-BRONIKOWSKA WANDA,4,2.6153846153846154
PASTERNAK IWONA,3,5.470588235294118
PASTEWSKI ROMAN,3,1.0
PASTUSIAK MALGORZATA,2,2.888888888888889
PASZEWSKI MACIEJ,1,14.8
PASZKIEWICZ SANDRA,2,4.35
PASZKIEWICZ ZOFIA,5,4.571428571428571
PASZKOWSKI MARIUSZ,17,32.0
PATER ZBIGNIEW,7,4.0
PATRALSKA DOROTA,3,10.0
PAUKSZTA DOMINIK,2,3.0
PAWCENIS DOMINIKA,3,2.9166666666666665
PAWLACZYK ANNA,5,9.3
PAWLAK ANDRZEJ,12,12.0
PAWLAK DARIUSZ,6,1.0
PAWLAK DOROTA,4,15.5
PAWLAK KRYSTYNA,1,6.0
PAWLAK SEBASTIAN,48,3.5
PAWLIK HENRYK,3,24.0
PAWLIK KATARZYNA,23,1.0
PAWLOWSKI MACIEJ,45,13.5
PECHERZ JANUSZ,1,9.0
PEDZICH ZBIGNIEW,3,1.0
PEDZIMAZ TOMASZ,8,9.333333333333334
PEDZISZ JANUSZ,3,4.666666666666667
PEITLER DOROTA,1,3.823529411764706
PELS KATARZYNA,8,11.0
PENCZEK PIOTR,24,4.533333333333333
PERKOWSKI KRZYSZTOF,1,11.0
PERLICKI KRZYSZTOF,5,26.8
PERLIN PIOTR,22,13.944444444444445
PERLINSKA-LENART URSZULA,2,2.0
PERNAK JULIUSZ,28,5.0
PERZANOWSKA ANNA,1,6.933333333333334
PESZKE JERZY,6,6.5
PETKO MACIEJ,1,2.473684210526316
PFEIFER ALEKSANDRA,2,1.1666666666666667
PIASEK ANDRZEJ,9,7.0
PIASKOWSKI SYLWESTER,12,13.0
PIATEK KRZYSZTOF,1,2.0
PIATKIEWICZ WOJCIECH,2,12.75
PIECEK WIKTOR,2,13.214285714285714
PIECHOCKI JANUSZ,6,5.5
PIECZYKOLAN ANNA,8,16.933333333333334
PIECZYKOLAN JERZY,49,12.72
PIECZYKOLAN MICHAL,5,7.285714285714286
PIEJKO MARCIN,1,1.3333333333333333
PIEKARCZYK WLADYSLAW,2,2.0
PIELAK GRZEGORZ,28,6.0
PIELICHOWSKI JAN,10,4.0
PIERZYNOWSKA KAROLINA,1,10.5
PIERZYNOWSKI STEFAN,65,2.3333333333333335
PIESOWICZ ELZBIETA,3,4.411764705882353
PIETKIEWICZ JADWIGA,6,16.25
PIETKIEWICZ JUSTYNA,1,13.0
PIETRASIK ROBERT,18,43.0
PIETRASZUK CEZARY,6,76.04347826086956
PIETRUSEWICZ EWA,1,5.555555555555555
PIETRUSZKA RAFAL,6,9.5
PIETRZYK-LE AGNIESZKA,1,3.142857142857143
PIETRZYKOWSKA ELZBIETA,9,10.142857142857142
PIETRZYKOWSKI ANDRZEJ,3,3.0
PIKUL STANISLAW,157,21.75
PILARCZYK MICHAL,2,2.3333333333333335
PILARCZYK-ZUREK MAGDALENA,2,25.153846153846153
PILAT ADAM,5,1.0
PILAWKA RYSZARD,6,6.970588235294118
PILC ANDRZEJ,1,1.0
PILECKI ZENON,3,6.333333333333333
PILICHOWSKA SLAWOMIRA,3,1.0
PILSYK SEBASTIAN,1,2.0
PILZYS TOMASZ,1,5.0
PINAR ANNA,2,2.6666666666666665
PIOTROWICZ AGNIESZKA,4,4.2
PIOTROWICZ EWA,9,7.947368421052632
PIOTROWICZ MICHAL,6,10.0
PIOTROWICZ RYSZARD,9,7.833333333333333
PIOTROWSKA ALEKSANDRA,4,5.363636363636363
PIOTROWSKI JERZY,14,12.666666666666666
PIOTROWSKI ZBIGNIEW,1,1.0
PIOTRZKOWSKI RYSZARD,1,11.5
PIRAMIDOWICZ RYSZARD,1,7.083333333333333
PISARKIEWICZ TADEUSZ,1,17.5
PISKORZ WITOLD,3,7.517241379310345
PISZCZYK LUKASZ,4,2.6923076923076925
PIWECKA MONIKA,3,16.0
PIWOWAR JUSTYNA,7,20.5
PIWOWAR MONIKA,2,2.375
PIWOWARSKA ZOFIA,5,7.659090909090909
PIWOWARSKI MICHAL,2,3.0
PLACHA WOJCIECH,1,4.0
PLATEK ROBERT,31,11.875
PLESZCZYNSKA MALGORZATA,1,1.0
PLEWKA ANNA,10,24.0
PLITTA BEATA,4,10.0
PLUCIENNICZAK ANDRZEJ,56,16.040816326530614
PLUCIENNICZAK GRAZYNA,39,24.806451612903224
PNIEWSKI JACEK,1,6.25
PNIEWSKI TOMASZ,10,22.666666666666668
POCHWALSKI KRZYSZTOF,4,2.0
PODBIELSKA HALINA,3,15.75
PODHORSKA-OKOLOW MARZENA,7,4.6
PODKOWINSKI JAN,5,5.538461538461538
PODLEJSKI JERZY,1,1.0
PODSEDEK ANNA,2,2.0
PODSEDKOWSKI LESZEK,4,2.6
PODSIADLO SLAWOMIR,10,4.166666666666667
PODSIEDLIK WLADYSLAW,7,11.666666666666666
POHORECKI RYSZARD,7,3.1818181818181817
POKORSKA ZOFIA,15,7.0
POLACZEK JERZY,37,7.538461538461538
POLAKOWSKA KLAUDIA,1,1.5833333333333333
POLANOWSKI PIOTR,4,5.444444444444445
POLANSKA JOANNA,3,4.4
POLANSKI ALFRED,5,1.0
POLCYN PIOTR,4,80.0
POLKOWSKA-MOTRENKO HALINA,2,2.3076923076923075
POLOMSKA XYMENA,2,3.857142857142857
POPOWSKA MAGDALENA,5,1.0
POREBSKI TADEUSZ,1,4.0
POREDA TADEUSZ,1,11.0
POROCHNICKI JERZY,2,7.0
POROWSKI SYLWESTER,38,20.0
PORZYCKI JANUSZ,1,3.6666666666666665
POSADOWSKA URSZULA,2,5.142857142857143
POSPIESZNY HENRYK,11,9.333333333333334
POSZYTEK KRZYSZTOF,3,10.307692307692308
POTURAJ KRZYSZTOF,8,10.0
POZNICZEK JOANNA,1,1.0
PRACZYK TADEUSZ,7,14.444444444444445
PRAJSNAR RYSZARD,2,3.0
PRIEBE WALDEMAR,143,56.166666666666664
PROCHOWICZ DANIEL,1,7.269230769230769
PROCIOW KRYSTYNA,2,2.6
PROKOP MARTA,8,17.0
PROMINSKI ALEKSANDER,2,10.0
PRUSAK DANIEL,1,2.0
PRUSAK KAMIL,2,1.8
PRYSTAWKO PAWEL,1,13.571428571428571
PRZEGALINSKI EDMUND,1,5.0
PRZETAKIEWICZ WOJCIECH,1,2.0
PRZEWLOKA ALEKSANDRA,1,1.7857142857142858
PRZYBYLEK PIOTR,11,4.0
PRZYBYLO JAROMIR,1,2.0
PRZYBYLSKI JAROSLAW,1,2.5
PRZYBYLSKI WLODZIMIERZ,4,18.0
PRZYBYSZEWSKA MALGORZATA,4,4.0
PRZYCHODZEN WITOLD,7,12.666666666666666
PRZYGODZKI TOMASZ,2,3.2
PRZYSTALKA PIOTR,3,5.5
PSUJA PIOTR,3,22.88888888888889
PUCKO WIESLAW,3,83.0
PULA BARTOSZ,6,5.5
PULASKI LUKASZ,2,1.2857142857142858
PUNDA PAWEL,6,7.0
PUSTELNY SZYMON,3,2.4166666666666665
PUTYNKOWSKI GRZEGORZ,3,5.5
PUZEWICZ-BARSKA JOANNA,7,9.333333333333334
PYRC KRZYSZTOF,15,14.548387096774194
PYSZ DARIUSZ,6,6.6571428571428575
PYSZKA MAGDALENA,1,1.0
PYZOWSKI JAROSLAW,4,7.25
RAC OLGA,1,1.0
RACHON JANUSZ,12,12.555555555555555
RACKA-DZIETKO KATARZYNA,1,2.0
RACZKO JERZY,1,90.42857142857143
RADECKA HANNA,3,2.9130434782608696
RADKOWSKI PIOTR,3,3.0
RADLINSKA MONIKA,9,8.88888888888889
RADOM FILIP,3,4.0
RADOMSKA JOANNA,1,1.0
RADOSZEWSKI TOMASZ,2,4.0
RADZEWICZ CZESLAW,3,3.357142857142857
RADZIWILL ARTUR,3,1.0
RAFALSKI ZYGMUNT,2,3.0
RAJCHOWSKI PIOTR,1,5.642857142857143
RAJKIEWICZ MARIA,1,9.4
RAKOCZY RAFAL,1,3.2857142857142856
RAKOWICZ ALEKSANDER,7,7.75
RAMOTOWSKI WITOLD,9,9.0
RAMSZA ANDRZEJ,11,18.083333333333332
RAMZA JAN,9,16.375
RANACHOWSKI JERZY,2,4.5
RANDZIO STANISLAW,10,3.0
RAPAK ANDRZEJ,5,3.0
RARATA GRZEGORZ,5,2.2666666666666666
RAROG-PILECKA WIOLETTA,10,4.285714285714286
RASZEWSKI ZBIGNIEW,3,4.25
RATAJCZAK WLODZIMIERZ,4,1.0
REDKIEWICZ PATRYCJA,5,8.733333333333333
REDZYNIA MALGORZATA,2,3.08
REGIEC PIOTR,2,2.0
REGIEL-FUTYRA ANNA,2,11.962962962962964
REINER JACEK,2,2.2
REJDYCH JERZY,1,24.0
REJMER WOJCIECH,2,13.6
REKAWEK AGNIESZKA,1,3.0
REMIORZ ERYK,1,1.8
RESZCZYNSKA JOANNA,7,8.0
RESZKA PRZEMYSLAW,1,2.0
RESZKE EDWARD,25,10.88888888888889
REZEK JIRI,6,7.0
RIESKE PIOTR,12,14.0
ROBAK BARBARA,15,13.0
RODAKOWSKA EWELINA,4,6.0
ROGACKI GRZEGORZ,1,3.5
ROGALSKA ANETA,1,1.1904761904761905
ROHR KAMIL,6,13.0
ROJEK PIOTR,24,3.0
ROKICKA KAROLINA,2,3.8
ROLLE KATARZYNA,19,26.0
ROLNIK KRYSTYNA,1,4.0
ROMANOWSKA ANNA,8,44.0
ROMANOWSKA JOANNA,8,5.0
ROMANOWSKI ANDRZEJ,1,7.428571428571429
ROMOTOWSKI TADEUSZ,1,5.0
ROSINSKI MARCIN,6,2.0
ROSLANIEC ZBIGNIEW,5,4.0
ROSOLOWSKI EUGENIUSZ,94,62.51282051282051
ROSZKOWSKI ANDRZEJ,6,1.0
ROSZKOWSKI PIOTR,3,8.0
ROTKIEWICZ PIOTR,1,8.222222222222221
ROZAK FELIKS,4,4.0
ROZALSKI ANTONI,2,5.6
ROZALSKI MARCIN,2,2.340909090909091
ROZANSKI ARTUR,1,9.4375
ROZKIEWICZ DARIUSZ,1,2.4285714285714284
ROZNIATOWSKI KRZYSZTOF,1,2.3
ROZNIECKA EWA,3,3.6129032258064515
ROZTOCKI KORNEL,4,8.222222222222221
RUCKI ZBIGNIEW,1,1.0
RUDNIAK LESZEK,1,5.833333333333333
RUDZINSKI MARIUSZ,4,5.0
RUMIJOWSKA-GALEWICZ ANNA,6,8.8
RUSEK PIOTR,1,6.0
RUSINEK DAGMARA,1,2.0
RUSZAK MONIKA,2,7.6923076923076925
RUSZCZYCKI BLAZEJ,4,10.5
RUSZKOWSKI KAZIMIERZ,4,4.0
RUTA HUBERT,4,4.0
RUTKOWSKI ADAM,3,1.0
RUTKOWSKI PIOTR,5,4.5
RYBA-ROMANOWSKI WITOLD,2,1.6
RYBKA JACEK,5,19.647058823529413
RYCHLEWSKI LESZEK,17,9.333333333333334
RYDZYNSKI KONRAD,5,6.0
RYMOWICZ WALDEMAR,13,4.0
RYMS MICHAL,1,2.0833333333333335
RYPNIEWSKI WOJCIECH,6,5.555555555555555
RYSZ JAKUB,1,17.736842105263158
RYTCZAK PRZEMYSLAW,1,4.454545454545454
RZACA MAREK,1,1.0
RZESKA ALICJA,1,1.2592592592592593
RZESKI WOJCIECH,11,4.2
RZONSOWSKA MONIKA,6,43.19047619047619
RZYCZNIAK MIROSLAW,4,5.333333333333333
RZYMAN WITOLD,3,8.222222222222221
RZYMSKI TOMASZ,23,26.5
SABALA IZABELA,7,9.0
SABISZ MICHAL,7,13.916666666666666
SADECKA KATARZYNA,2,4.571428571428571
SADOWSKA MARIA,2,2.0
