inventor,patents,coworkers_patents
SADOWSKI JAROSLAW,1,2.9285714285714284
SAJ PIOTR,4,14.5
SAJKOWSKI MICHAL,1,2.5
SAKOWICZ BARTOSZ,2,3.909090909090909
SALAMON DOMINIKA,2,11.714285714285714
SALASA MICHAL,8,1.0
SALEWSKA NATALIA,11,22.545454545454547
SAMBORSKI RAFAL,1,9.666666666666666
SAMBORSKI TOMASZ,2,4.571428571428571
SAMOCHOCKA KRYSTYNA,5,126.0
SAMOCHOWIEC JERZY,4,4.875
SAMOJLOWICZ CEZARY,4,32.25
SANKOWSKI DOMINIK,1,9.6
SARAMOK MAGDALENA,3,5.9411764705882355
SASHUK VOLODYMYR,1,24.0
SATALA GRZEGORZ,12,14.571428571428571
SAWICKI JACEK,1,3.3333333333333335
SAWLEWICZ PAWEL,5,22.5
SCHMIDT JERZY,1,28.0
SCHNEIDER GABRIELA,1,1.0
SCHROEDER JERZY,4,2.3333333333333335
SCHULZ PATRYCJA,1,24.0
SCIAZKO MAREK,9,5.0
SEBZDA TADEUSZ,6,4.333333333333333
SEDELNIK NATALIA,4,7.5
SEKALSKI PRZEMYSLAW,1,8.181818181818182
SEKULA ROBERT,16,13.076923076923077
SEKULAR MARIOLA,6,23.25
SEROWIK MALGORZATA,2,1.5
SEWERYN KAROL,8,5.125
SIAST JAKUB,14,26.55
SIDORYK KATARZYNA,6,13.0
SIEDLECKI PAWEL,5,22.0
SIEJA-SMAGA ELIZA,2,2.727272727272727
SIEKACZ MARCIN,10,11.882352941176471
SIENCZYK MARCIN,2,8.11111111111111
SIENKIEWICZ BARBARA,3,11.5
SIENKIEWICZ MACIEJ,1,1.5
SIEPAK JERZY,2,5.0
SIERZPUTOWSKI LESZEK,113,68.0
SIEWINSKI MACIEJ,7,4.5
SIKORA ELZBIETA,1,3.5
SIKORA JANUSZ,2,1.0
SIKORA KRZYSZTOF,1,13.5
SIKORSKI ANDRZEJ,5,8.0
SIP ANNA,1,3.0
SIRKO AGNIESZKA,11,5.857142857142857
SITAREK STEFAN,4,16.6
SITARSKA AGNIESZKA,1,1.3333333333333333
SITKOWSKI JERZY,4,8.952380952380953
SIWEK AGATA,6,1.75
SIWEK BOGUSLAW,4,8.0
SIWEK HANNA,12,4.615384615384615
SIWICKI ANDRZEJ,3,2.0
SIWULSKI TOMASZ,1,1.0
SKALIK JOANNA,3,5.833333333333333
SKALSKI ANDRZEJ,3,2.1666666666666665
SKAPSKA SYLWIA,6,2.0
SKIBA JACEK,5,6.5
SKIBINSKI ANDRZEJ,2,1.0
SKIBINSKI JAKUB,1,1.0
SKIBINSKI PIOTR,5,2.6666666666666665
SKIERBISZEWSKI CZESLAW,11,21.615384615384617
SKIERSKI JANUSZ,6,1.375
SKIERUCHA WOJCIECH,5,1.0
SKLADANOWSKI ANDRZEJ,12,17.90909090909091
SKLODOWSKA ALEKSANDRA,12,11.5
SKOCZEN PRZEMYSLAW,8,1.0
SKORENSKI MARCIN,1,5.0
SKORUPINSKA-TUDEK KAROLINA,2,5.666666666666667
SKORUPSKI KRZYSZTOF,2,9.266666666666667
SKOWERSKI KRZYSZTOF,39,32.17142857142857
SKOWICKI MICHAL,2,18.4
SKOWRONEK KRZYSZTOF,21,5.333333333333333
SKRZETUSKA EWA,1,6.681818181818182
SKRZYPSKI MARCIN,7,11.727272727272727
SKUPINSKA MIROSLAWA,3,12.5
SKWARSKA ANNA,4,12.153846153846153
SLAWINSKI GRZEGORZ,2,3.857142857142857
SLEDZINSKI BOHDAN,1,1.0
SLIWA ROMANA,3,5.5
SLIWCZYNSKI ANDRZEJ,2,5.0
SLIWINSKA DOROTA,1,3.4
SLOMKOWSKI STANISLAW,14,6.0
SLOSARCZYK ANNA,6,7.0
SLOWIKOWSKI MATEUSZ,8,1.0
SMIESZEK AGNIESZKA,2,4.0
SMIETANKA KRZYSZTOF,7,11.0
SMIGIERA EWA,9,8.0
SMOLIK JERZY,4,2.5555555555555554
SMOLINSKI TOMASZ,1,9.0
SMORAWINSKA MARIA,8,16.0
SMULKOWSKI MACIEJ,3,19.6
SMYRAK BEATA,2,3.25
SMYRSKI JERZY,3,50.0
SNIEZEK MARCIN,2,10.5
SOBASZEK MICHAL,3,2.3333333333333335
SOBCZAK JANUSZ,7,1.0
SOBCZAK JERZY,18,2.0
SOBCZAK NATALIA,5,1.2
SOBCZUK HENRYK,3,2.7142857142857144
SOBCZYK MATEUSZ,3,3.0
SOBECKA KATARZYNA,5,16.0
SOBIAK STANISLAW,9,4.0
SOBKOWSKI MICHAL,4,5.052631578947368
SOBOL MARCIN,1,26.0
SOBOLEWSKI ALEKSANDER,6,25.0
SOBON GRZEGORZ,1,2.8857142857142857
SOBOTA MICHAL,2,7.0
SOBOTA PIOTR,3,4.125
SOCHACKA JOLANTA,1,1.0
SOJKA ZBIGNIEW,10,6.25
SOJKA-LEDAKOWICZ JADWIGA,5,1.9047619047619047
SOKOLOWSKA EMILIA,5,4.0
SOKOLOWSKA-WEDZINA ALEKSANDRA,1,2.736842105263158
SOKOLOWSKI KAMIL,7,4.0
SOLECKA JOLANTA,6,6.545454545454546
SOSIN ZBIGNIEW,12,1.0
SOSNOWSKA DOROTA,2,2.0
SOSNOWSKA MARTA,2,10.666666666666666
SOSNOWSKI STANISLAW,14,12.0
SOSNOWSKI TOMASZ,12,1.0
SOSZYNSKI MICHAL,1,8.0
SOTOR JAROSLAW,1,2.2666666666666666
SOVINSKA SVITLANA,1,1.0
SOWINSKA MARTA,2,6.0
SPADLO MARIAN,7,15.0
SPRYCHA RYSZARD,1,1.0
SPYCHAJ TADEUSZ,2,12.4
SPYCHALA JAROSLAW,9,30.0
SROKA AGNIESZKA,1,5.0
SROKA ZBIGNIEW,1,22.5
SROKA-OLEKSIAK AGNIESZKA,2,4.5
STACHYRA ANNA,8,10.0
STADNIK DOROTA,12,2.3333333333333335
STADNIK JACEK,1,6.0
STALEWSKI WIENCZYSLAW,1,1.0
STANCZYK SZYMON,4,9.666666666666666
STANCZYK TOMASZ,9,17.0
STANGEL-WOJCIKIEWICZ KLAUDIA,1,2.5
STANGIERSKA ANNA,1,2.5
STANIAK HENRYK,2,24.0
STANIEWSKI BOGUSLAW,8,3.5
STANISZEWSKA MAGDALENA,9,18.666666666666668
STANKIEWICZ MAREK,11,15.0
STANKIEWICZ OLGIERD,28,33.523809523809526
STANKOWSKI JAKUB,21,27.784313725490197
STARON JAKUB,2,7.0
STARON KRZYSZTOF,1,1.0
STAROSTKA PAWEL,10,3.0
STASINSKI JANUSZ,1,2.0
STASIUK MARIA,1,9.0
STASZEWSKI WIESLAW,5,5.0
STAWARSKI MICHAL,5,7.2
STAWINSKI JACEK,6,4.0
STEC BRONISLAW,1,1.0
STEC SEBASTIAN,16,4.9
STEC WOJCIECH,54,16.0
STEC ZBIGNIEW,12,10.0
STECKA KRYSTYNA,9,1.0
STECKO SEBASTIAN,7,7.071428571428571
STEFANIAK FILIP,23,28.0
STEFANIUK TOMASZ,1,8.0
STEFANSKA BARBARA,27,22.818181818181817
STELMACHOWSKI PAWEL,5,7.0
STEPANENKO YURIY,4,2.6052631578947367
STEPIEN KAROL,8,21.6
STEPIEN RYSZARD,6,6.6521739130434785
STEPNIEWSKI JACEK,9,4.0
STEPNIK MACIEJ,6,5.0
STERZYNSKI TOMASZ,2,9.6
STOBINSKI LESZEK,7,6.636363636363637
STOCZYNSKA-FIDELUS EWELINA,14,10.6
STOKOWA-SOLTYS KAMILA,1,2.2962962962962963
STOLARCZYK ARTUR,4,4.714285714285714
STOLARCZYK ELZBIETA,4,5.0
STOLARZ ZOFIA,8,9.666666666666666
STRANKOWSKA JUSTYNA,1,4.5
STRANKOWSKI MICHAL,3,2.8333333333333335
STREK WIESLAW,33,10.789473684210526
STRUCK-LEWICKA WIKTORIA,2,4.142857142857143
STRUPINSKI WLODZIMIERZ,16,3.5652173913043477
STRUS MAGDALENA,23,14.45
STRUSZCZYK HENRYK,92,36.0
STRZALKA WOJCIECH,10,8.857142857142858
STRZELECKI HENRYK,3,2.3333333333333335
STRZEZEK KRYSTYNA,8,32.0
STUDZIAN MACIEJ,2,6.130434782608695
STUPAKIEWICZ ANDRZEJ,1,1.0
STYPIK BARTOSZ,1,23.25
SUCHORAB ZBIGNIEW,3,5.666666666666667
SUCHORSKA-WOZNIAK PATRYCJA,1,1.0
SUCHY DARIUSZ,1,6.0
SUCHY JANINA,8,24.333333333333332
SULAK KONRAD,3,5.571428571428571
SULIKOWSKI DANIEL,26,12.2
SULIMA MAGDALENA,4,3.6666666666666665
SURAZYNSKI ARKADIUSZ,1,1.8333333333333333
SURMA ZBIGNIEW,1,2.3181818181818183
SURMACZ PAWEL,3,5.0
SURMACZ-CHWEDORUK WERONIKA,1,9.15625
SUSEK WALDEMAR,1,1.0
SUSKI TADEUSZ,34,22.0
SUWALSKI PIOTR,6,2.75
SWIDERSKA-SRODA ANNA,2,10.461538461538462
SWIERCZEK KONRAD,1,78.25
SWIERK PIOTR,11,30.5
SWIERNIAK MICHAL,4,1.0
SWIERZKO ANNA,4,7.875
SWIESZKOWSKI WOJCIECH,11,11.166666666666666
SWIETOSLAWSKI JANUSZ,19,2.0
SWORAKOWSKI JULIUSZ,1,4.0
SYBILSKI DARIUSZ,3,2.0
SYLWESTRZAK KRYSTYNA,1,2.0
SYNORADZKI LUDWIK,7,3.933333333333333
SYNOWIEC TOMASZ,2,2.0
SYPEK MACIEJ,1,2.5789473684210527
SYPNIEWSKI MICHAL,2,15.0
SYSA-JEDRZEJOWSKA ANNA,4,1.0
SZADE AGATA,4,4.185185185185185
SZADE KRZYSZTOF,4,4.333333333333333
SZADOWSKI JERZY,5,45.0
SZAFERT SLAWOMIR,8,3.1666666666666665
SZAFRANIEC JOANNA,6,13.8
SZAFRANSKI PRZEMYSLAW,1,6.0
SZALA JANUSZ,2,2.0
SZALANSKI PIOTR,1,4.0
SZAMBORSKA-GBUR AGNIESZKA,2,17.75
SZARLIK STEFAN,6,3.8181818181818183
SZCZAURSKA KATARZYNA,5,21.1
SZCZECINSKI PRZEMYSLAW,14,7.333333333333333
SZCZEPANEK JAN,1,3.388888888888889
SZCZEPANIAK MARCIN,1,3.0
SZCZEPANIK PIOTR,4,7.333333333333333
SZCZEPANIK RYSZARD,8,4.0
SZCZEPANIK WOJCIECH,1,5.0
SZCZEPANIK ZDZISLAW,1,1.0
SZCZEPANKOWSKA AGNIESZKA,3,5.666666666666667
SZCZEPANKOWSKI ANDRZEJ,2,9.0
SZCZESNIAK ALEKSANDRA,1,1.5
SZCZESNIAK EUGENIUSZ,4,2.0
SZCZODRAK JANUSZ,1,1.0769230769230769
SZCZUBIALKA KRZYSZTOF,34,18.09090909090909
SZCZYGIEL MALGORZATA,1,7.5
SZCZYPA JERZY,1,1.1111111111111112
SZECHNER BARBARA,12,8.791666666666666
SZEJA WIESLAW,12,29.476190476190474
SZELEJEWSKI WIESLAW,83,11.76923076923077
SZERENOS KRZYSZTOF,1,1.0
SZEWCZYK BOGUSLAW,23,8.833333333333334
SZEWCZYK DARIUSZ,6,2.5
SZKLARZEWICZ JANUSZ,2,6.714285714285714
SZKODO MAREK,1,1.0
SZKULMOWSKA ANNA,12,24.593023255813954
SZKULMOWSKI MACIEJ,27,23.35
SZLACHCIC ANNA,1,2.6363636363636362
SZLAG DANIEL,2,23.137931034482758
SZLEK ANDRZEJ,1,3.0
SZNITOWSKA MALGORZATA,13,4.125
SZOKALSKA ANGELIKA,6,7.333333333333333
SZOLAJSKA EWA,6,18.0
SZOLTYSIK MAREK,2,8.5
SZOPA ALEKSANDRA,3,18.0
SZOSLAND LIDIA,2,14.166666666666666
SZOSTKIEWICZ LUKASZ,18,18.383561643835616
SZOSTKO BERNADETA,1,17.0
SZOT KATARZYNA,2,3.5454545454545454
SZPENDOWSKI JERZY,4,5.5
SZPONAR BOGUMILA,2,45.333333333333336
SZTABA RYSZARD,1,6.0
SZUBA JERZY,1,1.0
SZUBERT KAROL,9,51.04347826086956
SZUBZDA BRONISLAW,2,6.0
SZULC JAROSLAW,2,12.0
SZUMOWSKI LUKASZ,2,10.428571428571429
SZUSTER-CIESIELSKA AGNIESZKA,1,10.23076923076923
SZUTOWICZ-ZIELINSKA EWA,2,1.0
SZWAST MACIEJ,3,3.857142857142857
SZWEDA PIOTR,2,7.388888888888889
SZWEYKOWSKA-KULINSKA ZOFIA,3,14.0
SZWOCH GRZEGORZ,4,7.866666666666666
SZWUGIER ARKADIUSZ,3,8.0
SZYMANIK MICHAL,6,1.0
SZYMANOWSKI JAN,1,1.0
SZYMANSKA-MICHALAK AGNIESZKA,4,5.4
SZYNKOWSKA MALGORZATA,6,2.0
SZYSZKA JERZY,3,1.5
SZYSZKOWSKA AGNIESZKA,2,2.142857142857143
TABAKOW PAWEL,1,6.714285714285714
TANCZYK MAREK,5,7.352941176470588
TANKIEWICZ-KWEDLO ANNA,1,5.76
TARACH KAROLINA,1,1.5
TARGOSZ JAN,1,4.5
TARGOWSKI PIOTR,15,23.962962962962962
TARKA ALEKSANDRA,1,5.5
TECZA WITOLD,8,14.5
TEISSEYRE HENRYK,4,21.333333333333332
TENDERENDA TADEUSZ,20,17.563636363636363
TEODORCZYK MARIAN,3,2.3333333333333335
TETERYCZ HELENA,1,1.3571428571428572
TIC WILHELM,1,1.0
TKACZ-SMIECH KATARZYNA,1,2.0
TOKARZ ANDRZEJ,2,4.0
TOMASZEWSKA DOROTA,1,2.0
TOMASZEWSKI WACLAW,3,16.5
TOMCZAK JANUSZ,4,7.0
TOMCZYK MATEUSZ,5,4.0
TOMECKI RAFAL,4,4.0
TOMECZEK JERZY,6,1.2222222222222223
TOPORKIEWICZ MONIKA,2,2.6
TROCHOWSKI MATEUSZ,3,11.125
TROJANOWSKA KRYSTYNA,2,2.5
TROJNAR JERZY,61,9.0
TRYBUS WOJCIECH,7,2.0
TRZASKOWSKI BARTOSZ,8,15.3
TRZCINSKA KINGA,3,3.5
TRZCINSKA-DANIELEWICZ JOANNA,1,6.882352941176471
TRZISZKA TADEUSZ,9,5.230769230769231
TRZONKOWSKI PIOTR,4,2.0
TRZYNA MARCIN,4,17.5
TULACZ DOROTA,2,2.0
TUREK MARIAN,1,1.0
TURNAU ANDRZEJ,1,4.0
TWAROWSKA-SCHMIDT KRYSTYNA,2,10.75
TWORAK ALEKSANDER,4,8.4
TYBOROWSKA JOLANTA,1,19.666666666666668
TYBURSKA-STANIEWSKA ANNA,3,11.88888888888889
TYCZEWSKA AGATA,5,6.714285714285714
TYLEK PAWEL,1,2.25
TYLINGO ROBERT,2,6.095238095238095
TYLKI-SZYMANSKA ANNA,7,7.222222222222222
TYMECKA DAGMARA,5,5.421052631578948
TYMICKI EMIL,2,2.2
TYNEK MARIA,1,5.0
TYRALA ANDRZEJ,3,15.0
TYSZKIEWICZ TOMASZ,5,2.0
UCHACZ TOMASZ,3,5.333333333333333
UHL TADEUSZ,5,5.4
ULANSKI JACEK,7,7.0
ULEJCZYK MAREK,1,4.0
URBANCZYK WACLAW,12,7.25
URBANIAK MALGORZATA,4,1.0
URBANIAK-DOMAGALA WIESLAWA,1,6.0
URBANOWICZ ANNA,4,10.5
URBANSKI JAKUB,8,3.0
UZNANSKI BOGDAN,15,16.285714285714285
VOGT ANDRZEJ,18,18.0
WACHNICKI LUKASZ,10,7.809523809523809
WAJMAN RADOSLAW,1,1.0
WAJS JAN,1,1.0
WALAWSKA ANETTA,2,2.5
WALCZAK RAFAL,1,2.0
WALCZAK SYLWIA,1,16.642857142857142
WALCZAK-DRZEWIECKA AURELIA,7,15.043478260869565
WALEJKO PIOTR,6,6.0
WALIGORA BOLESLAW,1,33.333333333333336
WALISIEWICZ-NIEDBALSKA WIESLAWA,2,6.25
WALKOWIAK JEDRZEJ,3,46.666666666666664
WALKOWIAK WOJCIECH,1,1.0
WANDZIK ILONA,1,21.681818181818183
WARMINSKI MARCIN,2,26.0
WARMUZINSKI KRZYSZTOF,9,5.333333333333333
WARYCHA JOANNA,2,2.6153846153846154
WARZYNSKA URSZULA,1,1.0
WASAG HENRYK,2,4.0
WASIAK IGA,6,13.5
WASIELEWSKI ROMAN,2,1.0
WASIK URSZULA,1,1.0
WASILEWSKA EWA,3,3.0
WASILEWSKI PIOTR,2,20.0
WASILEWSKI STANISLAW,1,3.0
WASILEWSKI WOJCIECH,3,1.25
WASZCZUK-JANKOWSKA MALGORZATA,2,2.0
WASZKIELEWICZ ANNA,9,10.666666666666666
WATALA CEZARY,2,2.8
WAWIORKA LESZEK,1,1.0
WAWRO DARIUSZ,16,29.4
WAWRZYNSKA ANNA,6,9.333333333333334
WAWRZYNSKA MAGDALENA,5,2.5
WAZ ADAM,3,2.2
WCISLIK MIROSLAW,3,3.0
WDOWIK TOMASZ,4,28.4
WEBER-DABROWSKA BEATA,34,22.789473684210527
WEDA PAWEL,15,6.0
WEDRYCHOWICZ HALINA,7,9.5
WEGLINSKI BOGUMIL,5,13.8
WEGNER KRZYSZTOF,33,29.46938775510204
WEGNER WOJCIECH,3,4.619047619047619
WEGRZYN ALICJA,7,12.666666666666666
WEGRZYN GRZEGORZ,17,6.6
WEIHER PAULINA,2,6.0
WEISS MARIAN,1,1.0
WENDA MAGDALENA,10,10.75
WESELUCHA-BIRCZYNSKA ALEKSANDRA,2,4.0
WESOLEK DOROTA,4,12.5
WESOLOWSKA ANNA,26,18.75
WETULA ANDRZEJ,4,1.8571428571428572
WEZNER-PTASINSKA MAGDALENA,1,2.3333333333333335
WIATER ADRIAN,1,1.0
WIATRAK BENITA,1,4.0
WIATROWSKA ANETA,8,11.2
WICHA JERZY,9,20.071428571428573
WICIEJOWSKA KATARZYNA,1,12.833333333333334
WICZK WIESLAW,1,14.333333333333334
WIDLAK PIOTR,3,3.0
WIDOMSKI MARCIN,1,3.5
WIECZOREK GRZEGORZ,20,22.0
WIECZOREK WLADYSLAW,19,5.333333333333333
WIELGOSZ ZBIGNIEW,2,12.9375
WIERZBICKA AGNIESZKA,2,2.0
WIERZBICKA CELINA,8,37.0
WIERZBICKI MATEUSZ,3,4.285714285714286
WIERZBICKI ZBIGNIEW,1,1.0
WIERZCHON TADEUSZ,7,1.6666666666666667
WIERZCHOWSKI MARCIN,2,9.0
WIERZCHOWSKI WOJCIECH,3,19.8
WIETRZYK JOANNA,25,11.782608695652174
WIKLIK KATARZYNA,25,20.833333333333332
WIKTORSKA KATARZYNA,4,4.2631578947368425
WILANOWSKI TOMASZ,11,2.25
WILENSKA BEATA,5,5.0
WILK MARCIN,5,2.5
WILK RADOSLAW,1,2.0
WILK RYSZARD,1,1.0
WILUSZ TADEUSZ,18,8.0
WINDAK RENATA,13,20.666666666666668
WINIARSKA MAGDALENA,11,6.8
WINIARSKI JERZY,19,10.0
WINIARSKI WOJCIECH,1,5.0
WINKLER KATARZYNA,1,6.571428571428571
WISIALSKI JERZY,5,10.0
WISNIEWSKA KORNELIA,2,1.0
WISNIEWSKA-WRONA MARIA,20,25.0
WISNIEWSKI BLAZEJ,1,2.0
WISNIEWSKI KAMIL,1,1.0
WISNIEWSKI KRZYSZTOF,11,6.5
WISNIEWSKI LUKASZ,3,8.5
WISNIEWSKI PRZEMYSLAW,9,17.666666666666668
WITEK ADAM,2,6.0
WITEK STANISLAW,10,34.0
WITKIEWICZ WOJCIECH,1,13.9
WITKIEWICZ ZYGFRYD,2,3.3333333333333335
WITKOWSKA ANNA,5,15.6
WITKOWSKA DANUTA,5,7.666666666666667
WITKOWSKI BARTLOMIEJ,9,7.888888888888889
WITKOWSKI DARIUSZ,1,4.8
WITKOWSKI STANISLAW,6,4.0
WITKOWSKI STEFAN,10,7.428571428571429
WITT DARIUSZ,14,12.0
WLADYKA BENEDYKT,2,3.625
WLADYKA-PRZYBYLAK MARIA,4,13.3125
WLODARCZYK JAKUB,8,7.375
WLODARCZYK PRZEMYSLAW,3,3.0
WLOSTOWSKI MAREK,3,12.166666666666666
WNEK MACIEJ,7,38.8
WNUK PAWEL,4,3.5
WNUKIEWICZ JAN,2,6.0
WOJCICKA ANNA,2,2.0
WOJCIECHOWICZ JACEK,9,16.6
WOJCIECHOWSKA HANNA,2,45.5
WOJCIECHOWSKA WANDA,11,6.0
WOJCIECHOWSKI JAN,6,3.0
WOJCIK FRANCISZEK,1,2.5
WOJCIK ROBERT,16,6.555555555555555
WOJCIK WALDEMAR,1,3.3333333333333335
WOJCIK ZBIGNIEW,22,7.0
WOJCIKOWSKA-KAPUSTA ANNA,2,7.75
WOJDA URSZULA,2,2.0
WOJDYLA ARTUR,5,6.666666666666667
WOJNAROWICZ JACEK,3,12.511627906976743
WOJTANOWSKI JACEK,1,2.6363636363636362
WOJTASIK ARKADIUSZ,8,12.0
WOJTKIELEWICZ AGNIESZKA,5,8.0
WOJTKOWSKI MACIEJ,32,24.5
WOJTOWICZ JOANNA,1,5.0
WOJTOWICZ-KRAWIEC ANNA,12,24.0
WOJTYSIAK JAN,10,1.0
WOLINOWSKA RENATA,8,18.142857142857142
WOLKO BOGDAN,4,2.0
WOLKOW PAWEL,3,3.5
WOLOWIEC-KORECKA EMILIA,9,13.0
WOLSZCZAK PIOTR,1,7.0
WOLUNTARSKI MICHAL,3,3.0
WOREK CEZARY,34,6.6
WOZNIAK AGNIESZKA,5,4.666666666666667
WOZNIAK LUCYNA,18,26.4
WOZNICA ZENON,12,1.3333333333333333
WROBEL ANDRZEJ,48,6.5
WROBEL MACIEJ,1,1.0
WROBEL ZYGMUNT,1,4.6923076923076925
WRONKA HALINA,1,1.0
WRZESINSKI JAN,1,1.5714285714285714
WRZESNIEWSKA-TOSIK KRYSTYNA,3,8.4
WRZYSZCZ JOZEF,1,6.0
WUSATOWSKI ROMAN,1,5.0
WYCZOLKOWSKA JANINA,5,15.5
WYROBA ELZBIETA,1,3.8
WYROZUMSKA PAULINA,1,3.8
WYRWISZ JAROSLAW,2,2.0
WYSLOUCH-CIESZYNSKA ALEKSANDRA,5,12.615384615384615
WYSOCKA-SKRZELA BARBARA,22,24.333333333333332
WYSOCKI BARTLOMIEJ,3,1.0
WYSZKO ELIZA,34,18.035087719298247
WYTRWAL MAGDALENA,6,28.583333333333332
ZABCZYK MICHAL,3,6.0
ZABIELSKA-MATEJUK JADWIGA,3,9.777777777777779
ZABIELSKI ROMUALD,6,3.1666666666666665
ZABIEROWSKI PIOTR,1,3.3333333333333335
ZAGORSKA AGNIESZKA,1,21.666666666666668
ZAGORSKI WLODZIMIERZ,6,10.571428571428571
ZAGORSKI-OSTOJA WLODZIMIERZ,18,2.0
ZAGOZDA MARCIN,6,23.25
ZAGOZDZON RADOSLAW,5,3.0
ZAGRODZKA JOANNA,14,15.969696969696969
ZAGRODZKI BOGDAN,10,18.5
ZAHOR MIROSLAW,1,1.0
ZAJAC DOMINIKA,3,3.7142857142857144
ZAJAC MARCIN,12,13.5
ZAJACZEK S,1,1.5
ZAJACZEK STANISLAW,3,22.333333333333332
ZAJDEL PAWEL,19,32.42857142857143
ZAK PATRYCJA,15,6.0
ZAKOWIECKI DANIEL,5,12.6
ZAKROCZYMSKI TADEUSZ,1,1.0
ZAKRZEWSKA MALGORZATA,2,2.6
ZAKRZEWSKA-TRZNADEL GRAZYNA,3,1.5
ZALESKA ADRIANA,9,7.384615384615385
ZALESKA-MEDYNSKA ADRIANA,1,5.074074074074074
ZALEWSKA ALDONA,7,8.5625
ZALEWSKA MAGDALENA,2,5.333333333333333
ZAPALA PIOTR,1,7.0
ZAPOLSKA-DOWNAR DANUTA,1,24.875
ZAREBSKI ADRIAN,17,1.0
ZAROWSKA BARBARA,2,3.1538461538461537
ZASADA FILIP,3,7.290322580645161
ZASADA KATARZYNA,2,24.75
ZATORSKI WOJCIECH,1,11.0
ZAWADZKA ANNA,5,4.5
ZAWADZKA MONIKA,20,1.0
ZAWISZA IZABELA,6,13.0
ZAWORSKA ALICJA,1,22.75
ZAZAKOWNY KAROLINA,5,32.125
ZBROWSKI ANDRZEJ,5,9.076923076923077
ZDZALIK DARIA,16,21.0
ZEBRACKA-GALA JADWIGA,1,1.8461538461538463
ZEGROCKA-STENDEL OLIWIA,33,14.709302325581396
ZEMBEK PATRYCJA,2,1.6153846153846154
ZENKER MAREK,1,3.4
ZEZULA MARTA,3,10.4
ZGUDKA ANNA,6,9.0
ZHENG KUN,284,1.0
ZIABKA MAGDALENA,4,10.0
ZIAJA JAN,2,5.75
ZIARNO MALGORZATA,2,2.3333333333333335
ZIEBA STANISLAW,8,14.428571428571429
ZIELECKA MARIA,10,8.970588235294118
ZIELENKIEWICZ PIOTR,22,6.375
ZIELINSKA DOROTA,2,2.0
ZIELINSKA EWA,4,1.0
ZIELINSKA JOANNA,1,2.0
ZIELINSKA KRYSTYNA,9,5.0
ZIELINSKA-JUREK ANNA,7,8.0
ZIELINSKI DARIUSZ,8,1.0
ZIELINSKI JAN,57,81.5
ZIELINSKI JERZY,7,3.0
ZIELINSKI KRZYSZTOF,5,3.5
ZIELINSKI MARCIN,19,4.0
ZIELONKA KAROL,2,6.0
ZIELONKA MARIA,1,13.0
ZIEMKOWSKA WANDA,1,12.0
ZIENTARA-RYTTER KATARZYNA,6,7.631578947368421
ZIERHOFFER PIOTR,1,1.3333333333333333
ZIETKIEWICZ EWA,1,1.0
ZIMA ANETA,2,5.3125
ZIMECKI MICHAL,14,8.2
ZIMEK ZBIGNIEW,10,7.0
ZIMINSKI TADEUSZ,3,45.0
ZIMNIEWSKA MALGORZATA,3,7.944444444444445
ZIMOCH JOLANTA,1,4.0
ZIOLKO BARTOSZ,14,4.0
ZIOLO EWA,3,11.818181818181818
ZIOLOWICZ ANNA,14,18.022727272727273
ZMIJA JOZEF,3,3.8333333333333335
ZMYWACZYK JANUSZ,2,1.7727272727272727
ZOCHOWSKA MONIKA,9,17.2
ZUBEREK JOANNA,6,22.6
ZUKIEL RYSZARD,4,17.071428571428573
ZUKOWSKA GRAZYNA,9,20.5
ZUROWSKA MAGDALENA,2,24.0
ZWIERZAK ANDRZEJ,1,15.0
ZYBERT MAGDALENA,1,6.625
ZYCH EUGENIUSZ,7,11.833333333333334
ZYGMUNT MAREK,3,2.111111111111111
ZYLKA PAWEL,2,2.0
ZYWICKA ANNA,1,3.6666666666666665
ZYWICKA BOGUSLAWA,2,8.5
ZYZYNSKA-GRANICA BARBARA,8,16.4
